03/06/2024     LISTADO TESTIGO PERSONAL SIN PRESENTISMO      P g.


          Nro Control    Planta        Mes        Anio
          76170151          P          06          24
          76218014          P          06          24
          76218674          P          06          24
          18005403          C          06          24
          18030623          C          06          24
          18033715          C          06          24
          01026174          P          06          24
          18004033          P          06          24
          76218124          P          06          24
          76240061          P          06          24
          13011585          C          06          24
          18029135          C          06          24
          18031323          C          06          24
          18034224          C          06          24
          18029114          P          06          24
          18033113          P          06          24
          76183581          P          06          24
          76184833          P          06          24
          76189003          P          06          24
          76197593          P          06          24
          76225485          P          06          24
          77154252          P          06          24
          77246512          P          06          24
          81148345          P          06          24
          18028731          C          06          24
          18031014          C          06          24
          76224824          C          06          24
          76233661          C          06          24
          76239065          C          06          24
          76252631          C          06          24
          74028794          P          06          24
          75107865          P          06          24
          75233234          P          06          24
          75235011          P          06          24
          75240812          P          06          24
          75280613          P          06          24
          76015982          P          06          24
          76128015          P          06          24
          76175834          P          06          24
          76180481          P          06          24
          76181725          P          06          24
          76182093          P          06          24
          76184723          P          06          24
          76208585          P          06          24
          76217995          P          06          24
          76233771          P          06          24
          76242623          P          06          24
          76244701          P          06          24
          77012531          P          06          24
          77038074          P          06          24
          77064664          P          06          24
          77075055          P          06          24
          77195994          P          06          24
          77198722          P          06          24
          77199113          P          06          24
          77244594          P          06          24
          77279272          P          06          24
          77296622          P          06          24
          77307494          P          06          24
          85001823          P          06          24
          75298844          C          06          24
          77323123          C          06          24
          01013383          P          06          24
          49011404          P          06          24
          64012235          P          06          24
          73002861          P          06          24
          73008493          P          06          24
          74003294          P          06          24
          75105711          P          06          24
          75107933          P          06          24
          75123691          P          06          24
          75138492          P          06          24
          75178112          P          06          24
          75198183          P          06          24
          75219811          P          06          24
          75221295          P          06          24
          75225401          P          06          24
          75228064          P          06          24
          75230294          P          06          24
          75233182          P          06          24
          75236193          P          06          24
          75245532          P          06          24
          75248483          P          06          24
          75257791          P          06          24
          75299793          P          06          24
          75304491          P          06          24
          76001975          P          06          24
          76187705          P          06          24
          76189082          P          06          24
          76190392          P          06          24
          76220273          P          06          24
          76235972          P          06          24
          76236062          P          06          24
          77060665          P          06          24
          77195591          P          06          24
          77198714          P          06          24
          77199325          P          06          24
          77216232          P          06          24
          77221622          P          06          24
          77234442          P          06          24
          77236334          P          06          24
          77250582          P          06          24
          77264895          P          06          24
          77276253          P          06          24
          77279264          P          06          24
          77289905          P          06          24
          77291172          P          06          24
          77293962          P          06          24
          77294921          P          06          24
          77295032          P          06          24
          77333505          P          06          24
          49006572          C          06          24
          49006585          C          06          24
          75299324          C          06          24
          75299345          C          06          24
          75299612          C          06          24
          75299743          C          06          24
          75301401          C          06          24
          75305604          C          06          24
          75305714          C          06          24
          76219471          C          06          24
          76254235          C          06          24
          77315675          C          06          24
          77320633          C          06          24
          77323152          C          06          24
          77324153          C          06          24
          01019533          P          06          24
          06000704          P          06          24
          06001085          P          06          24
          06001111          P          06          24
          06001124          P          06          24
          06001145          P          06          24
          06001174          P          06          24
          06022811          P          06          24
          08000212          P          06          24
          15015314          P          06          24
          15015615          P          06          24
          16003451          P          06          24
          16004672          P          06          24
          16005555          P          06          24
          24010432          P          06          24
          24010733          P          06          24
          24011632          P          06          24
          51004075          P          06          24
          70327481          P          06          24
          73000911          P          06          24
          73003184          P          06          24
          73003553          P          06          24
          73003655          P          06          24
          73003841          P          06          24
          73004813          P          06          24
          73005665          P          06          24
          73006263          P          06          24
          73006792          P          06          24
          73008003          P          06          24
          73121445          P          06          24
          73122975          P          06          24
          73150821          P          06          24
          73192501          P          06          24
          74030681          P          06          24
          75103793          P          06          24
          75222822          P          06          24
          75222995          P          06          24
          75223611          P          06          24
          75258894          P          06          24
          75299191          P          06          24
          76103303          P          06          24
          76170782          P          06          24
          76185821          P          06          24
          76185834          P          06          24
          76186131          P          06          24
          76192182          P          06          24
          76215744          P          06          24
          76216685          P          06          24
          76217424          P          06          24
          76224044          P          06          24
          76228483          P          06          24
          76234293          P          06          24
          77009685          P          06          24
          77098375          P          06          24
          77103942          P          06          24
          77104561          P          06          24
          77109812          P          06          24
          77155541          P          06          24
          77180813          P          06          24
          77181084          P          06          24
          77181461          P          06          24
          77181571          P          06          24
          77190651          P          06          24
          77192941          P          06          24
          77195863          P          06          24
          77217783          P          06          24
          77218263          P          06          24
          77220702          P          06          24
          77221915          P          06          24
          77224293          P          06          24
          77228823          P          06          24
          77230304          P          06          24
          77232733          P          06          24
          77232851          P          06          24
          77236512          P          06          24
          77242932          P          06          24
          77243624          P          06          24
          77264094          P          06          24
          77265493          P          06          24
          77265804          P          06          24
          77275375          P          06          24
          77285061          P          06          24
          77286295          P          06          24
          77288501          P          06          24
          77292343          P          06          24
          77295951          P          06          24
          77297453          P          06          24
          77312091          P          06          24
          81147195          P          06          24
          81147331          P          06          24
          94024041          P          06          24
          24004143          C          06          24
          24005445          C          06          24
          24005542          C          06          24
          24005741          C          06          24
          37018163          C          06          24
          64013723          C          06          24
          73005474          C          06          24
          73006373          C          06          24
          73009892          C          06          24
          73012015          C          06          24
          73012743          C          06          24
          75303204          C          06          24
          76260781          C          06          24
          77231965          C          06          24
          77251583          C          06          24
          77264544          C          06          24
          77276753          C          06          24
          77280862          C          06          24
          77282364          C          06          24
          77282673          C          06          24
          77284413          C          06          24
          77296554          C          06          24
          77315691          C          06          24
          77317091          C          06          24
          77317923          C          06          24
          77318204          C          06          24
          77320311          C          06          24
          77321485          C          06          24
          77323885          C          06          24
          77328291          C          06          24
          77330285          C          06          24
          77339802          C          06          24
          88006124          C          06          24
          88006213          C          06          24
          88006315          C          06          24
          88006433          C          06          24
          88006912          C          06          24
          01024782          P          06          24
          02011205          P          06          24
          13007701          P          06          24
          13008503          P          06          24
          15005322          P          06          24
          15008265          P          06          24
          15011483          P          06          24
          15011491          P          06          24
          15013804          P          06          24
          15015652          P          06          24
          15017714          P          06          24
          15017913          P          06          24
          15019664          P          06          24
          15019732          P          06          24
          15020034          P          06          24
          15020042          P          06          24
          15020631          P          06          24
          15020801          P          06          24
          15021022          P          06          24
          15022463          P          06          24
          15022612          P          06          24
          15022764          P          06          24
          15024232          P          06          24
          15024465          P          06          24
          15026491          P          06          24
          15028744          P          06          24
          15032332          P          06          24
          21000173          P          06          24
          23054054          P          06          24
          23054305          P          06          24
          23063532          P          06          24
          23068781          P          06          24
          23068985          P          06          24
          23070181          P          06          24
          23074855          P          06          24
          24003524          P          06          24
          26002044          P          06          24
          41007112          P          06          24
          42001404          P          06          24
          42001742          P          06          24
          43008833          P          06          24
          49010495          P          06          24
          49013192          P          06          24
          51005063          P          06          24
          51014232          P          06          24
          51016234          P          06          24
          51016242          P          06          24
          51017353          P          06          24
          52001645          P          06          24
          52014504          P          06          24
          64124215          P          06          24
          70235493          P          06          24
          73000681          P          06          24
          73001454          P          06          24
          73001823          P          06          24
          73003325          P          06          24
          73004622          P          06          24
          73004703          P          06          24
          73005144          P          06          24
          73005542          P          06          24
          73005791          P          06          24
          73006221          P          06          24
          73006234          P          06          24
          73006292          P          06          24
          73006784          P          06          24
          73008074          P          06          24
          73008401          P          06          24
          73008414          P          06          24
          73012183          P          06          24
          73079062          P          06          24
          73103785          P          06          24
          73108002          P          06          24
          73197124          P          06          24
          73205443          P          06          24
          74004253          P          06          24
          75235964          P          06          24
          76170371          P          06          24
          76237694          P          06          24
          76249625          P          06          24
          77008155          P          06          24
          77009774          P          06          24
          77041454          P          06          24
          77071365          P          06          24
          77075225          P          06          24
          77078155          P          06          24
          77084143          P          06          24
          77104354          P          06          24
          77105533          P          06          24
          77107624          P          06          24
          77107962          P          06          24
          77108332          P          06          24
          77122522          P          06          24
          77125012          P          06          24
          77141534          P          06          24
          77142292          P          06          24
          77163382          P          06          24
          77181351          P          06          24
          77181385          P          06          24
          77181393          P          06          24
          77181424          P          06          24
          77181681          P          06          24
          77192433          P          06          24
          77192771          P          06          24
          77193625          P          06          24
          77195274          P          06          24
          77197352          P          06          24
          77197695          P          06          24
          77197823          P          06          24
          77198565          P          06          24
          77199155          P          06          24
          77206321          P          06          24
          77206415          P          06          24
          77212974          P          06          24
          77216915          P          06          24
          77217131          P          06          24
          77217903          P          06          24
          77225715          P          06          24
          77227212          P          06          24
          77227911          P          06          24
          77231711          P          06          24
          77231805          P          06          24
          77233771          P          06          24
          77234434          P          06          24
          77235901          P          06          24
          77236274          P          06          24
          77236591          P          06          24
          77238315          P          06          24
          77238535          P          06          24
          77238771          P          06          24
          77239722          P          06          24
          77239882          P          06          24
          77240312          P          06          24
          77240414          P          06          24
          77242102          P          06          24
          77243103          P          06          24
          77245223          P          06          24
          77245935          P          06          24
          77247385          P          06          24
          77248551          P          06          24
          77250443          P          06          24
          77262924          P          06          24
          77263051          P          06          24
          77264044          P          06          24
